stems	diameter	x	y	type
NA	NA	1185	1360	seedling
NA	NA	1182	1357	seedling
NA	NA	1140	1355	seedling
NA	NA	1141	1355	seedling
NA	NA	1186	1355	seedling
NA	NA	1134	1353	seedling
NA	NA	1131	1354	seedling
NA	NA	1133	1349	seedling
NA	NA	1112	1309	seedling
NA	NA	1110	1307	seedling
2	10	1228	1379	skeleton
1	10	1234	1391	skeleton
2	13	1290	1386	skeleton
NA	NA	1226	1312	rosette
NA	NA	1221	1344	seedling
NA	NA	1271	1305	seedling
1	12	1383	1314	skeleton
11	10	1342	1317	skeleton
1	4	1358	1316	skeleton
1	4	1342	1315	skeleton
1	7	1328	1342	skeleton
1	7	1359	1336	skeleton
1	8	1364	1353	regrowth
1	9	1380	1341	skeleton
5	6	1387	1343	skeleton
1	4	1392	1329	skeleton
1	9	1371	1370	skeleton
3	13	1382	1378	skeleton
1	4	1376	1354	skeleton
1	3	1331	1399	skeleton
1	3	1326	1391	skeleton
1	4	1398	1367	skeleton
NA	NA	1381	1310	seedling
NA	NA	1382	1317	seedling
NA	NA	1384	1319	seedling
NA	NA	1328	1306	seedling
NA	NA	1323	1321	seedling
NA	NA	1379	1331	seedling
NA	NA	1364	1353	seedling
NA	NA	1315	1375	seedling
NA	NA	1329	1389	seedling
2	6	1431	1321	skeleton
1	8	1466	1341	skeleton
1	6	1431	1366	skeleton
1	9	1449	1378	skeleton
4	11	1452	1303	skeleton
1	2	1436	1370	skeleton
1	8	1413	1390	skeleton
1	2	1441	1393	skeleton
1	2	1484	1351	skeleton
2	9	1485	1377	skeleton
1	10	1484	1379	skeleton
1	8	1479	1394	skeleton
1	8	1469	1357	skeleton
NA	NA	1411	1321	seedling
NA	NA	1427	1326	seedling
NA	NA	1442	1329	rosette
NA	NA	1489	1331	seedling
1	9	1414	1334	regrowth
1	4	1509	1352	skeleton
1	11	1595	1339	skeleton
3	10	1593	1338	skeleton
3	11	1591	1347	skeleton
1	6	1592	1342	skeleton
1	7	1592	1344	skeleton
1	8	1561	1338	skeleton
1	8	1571	1365	skeleton
1	7	1575	1371	skeleton
1	9	1590	1378	skeleton
1	2	1580	1370	skeleton
NA	NA	1523	1399	seedling
NA	NA	1522	1398	seedling
NA	NA	1534	1394	seedling
NA	NA	1535	1394	seedling
NA	NA	1525	1395	seedling
NA	NA	1540	1390	seedling
NA	NA	1536	1387	seedling
NA	NA	1528	1386	seedling
NA	NA	1525	1387	seedling
1	8	1511	1369	skeleton
1	7	1503	1362	skeleton
NA	NA	1576	1354	seedling
NA	NA	1577	1355	seedling
1	10	1692	1341	skeleton
1	12	1671	1331	skeleton
1	10	1647	1311	skeleton
1	12	1632	1333	skeleton
2	8	1639	1352	skeleton
1	6	1634	1351	skeleton
1	9	1635	1352	skeleton
1	5	1605	1365	skeleton
1	3	1609	1351	skeleton
2	7	1618	1378	skeleton
NA	NA	1697	1320	seedling
NA	NA	1699	1316	seedling
NA	NA	1679	1309	seedling
4	15	1718	1300	skeleton
1	9	1781	1346	skeleton
1	9	1716	1302	skeleton
1	4	1788	1347	skeleton
2	7	1790	1390	skeleton
1	9	1799	1388	skeleton
1	7	1789	1399	skeleton
NA	NA	1780	1321	seedling
NA	NA	1751	1398	seedling
2	16	1838	1321	skeleton
1	7	1800	1306	skeleton
1	7	1810	1310	skeleton
1	3	1821	1323	skeleton
1	4	1828	1324	skeleton
1	10	1830	1344	skeleton
1	9	1801	1364	skeleton
1	3	1810	1365	skeleton
1	8	1802	1380	skeleton
1	4	1815	1365	skeleton
1	6	1814	1367	skeleton
1	8	1856	1375	skeleton
1	4	1886	1307	skeleton
1	9	1893	1310	skeleton
2	10	1892	1317	skeleton
1	6	1872	1328	skeleton
1	7	1873	1329	skeleton
1	7	1873	1330	skeleton
1	8	1874	1331	skeleton
1	5	1850	1301	skeleton
NA	NA	1854	1339	rosette
NA	NA	1857	1348	seedling
1	9	1823	1377	skeleton
2	11	1978	1324	skeleton
1	5	1962	1332	skeleton
1	12	1900	1352	skeleton
1	5	1910	1343	skeleton
5	8	1931	1352	skeleton
1	4	1956	1334	skeleton
3	11	1972	1372	skeleton
1	9	1980	1375	skeleton
6	6	1982	1374	skeleton
1	7	1965	1384	skeleton
NA	NA	1955	1378	seedling
NA	NA	1969	1377	seedling
NA	NA	1973	1381	seedling
NA	NA	1971	1380	seedling
NA	NA	1960	1378	seedling
NA	NA	1970	1370	seedling
NA	NA	1958	1362	seedling
NA	NA	1958	1363	seedling
NA	NA	1951	1361	seedling
NA	NA	1968	1304	seedling
NA	NA	1959	1300	seedling
NA	NA	1945	1307	seedling
1	10	2098	1322	skeleton
1	5	2070	1301	skeleton
2	10	2060	1307	skeleton
1	3	2059	1311	skeleton
1	3	2062	1310	skeleton
4	6	2055	1364	skeleton
1	7	2097	1399	skeleton
1	4	2081	1387	skeleton
NA	NA	2004	1341	rosette
NA	NA	2005	1348	seedling
NA	NA	2005	1361	seedling
NA	NA	2033	1399	seedling
NA	NA	2036	1399	seedling
NA	NA	2050	1399	seedling
NA	NA	2098	1352	seedling
NA	NA	2091	1373	seedling
1	2	2197	1306	skeleton
1	4	2138	1399	skeleton
NA	NA	2100	1305	seedling
NA	NA	2162	1304	seedling
NA	NA	2172	1329	seedling
NA	NA	2151	1331	rosette
NA	NA	2183	1340	seedling
NA	NA	2156	1345	seedling
NA	NA	2154	1360	seedling
NA	NA	2142	1361	seedling
NA	NA	2158	1375	seedling
NA	NA	2146	1381	seedling
1	2	2165	1397	skeleton
NA	NA	2162	1354	seedling
NA	NA	2111	1375	seedling
1	5	2202	1301	skeleton
1	6	2245	1305	skeleton
2	11	2243	1311	skeleton
6	10	2259	1312	skeleton
5	8	2279	1307	regrowth
1	10	2254	1341	skeleton
4	10	2234	1353	skeleton
5	9	2261	1354	skeleton
1	13	2257	1378	skeleton
7	12	2284	1352	skeleton
2	10	2255	1399	regrowth
1	4	2250	1393	skeleton
NA	NA	2208	1380	seedling
NA	NA	2221	1377	seedling
5	11	2314	1300	skeleton
2	9	2331	1341	skeleton
1	6	2331	1333	skeleton
NA	NA	2321	1399	seedling
NA	NA	2352	1347	seedling
1	6	2438	1399	skeleton
1	12	2562	1344	skeleton
1	11	2574	1357	skeleton
NA	NA	2578	1397	seedling
NA	NA	2583	1302	seedling
NA	NA	2657	1376	seedling
NA	NA	2611	1378	seedling
NA	NA	2655	1382	seedling
3	11	2761	1306	skeleton
5	11	2753	1311	skeleton
1	10	2745	1313	skeleton
1	10	2700	1364	skeleton
NA	NA	2717	1388	seedling
NA	NA	2746	1390	seedling
NA	NA	2716	1391	seedling
NA	NA	2715	1397	seedling
NA	NA	2893	1301	seedling
NA	NA	2902	1354	seedling
NA	NA	2904	1357	seedling
NA	NA	2905	1358	seedling
NA	NA	2975	1394	seedling
NA	NA	2931	1399	seedling
NA	NA	2905	1386	seedling
1	15	2	1462	regrowth
3	12	11	1452	skeleton
1	10	20	1458	skeleton
3	11	16	1467	skeleton
1	14	26	1454	skeleton
1	11	0	1425	regrowth
1	11	92	1420	skeleton
5	11	98	1416	skeleton
3	10	114	1417	skeleton
2	13	178	1499	skeleton
3	13	192	1476	skeleton
1	5	226	1428	skeleton
NA	NA	298	1431	seedling
NA	NA	278	1402	seedling
3	7	354	1457	skeleton
5	12	322	1469	skeleton
NA	NA	324	1469	seedling
1	11	321	1481	skeleton
1	8	769	1436	skeleton
1	9	765	1442	regrowth
1	11	791	1439	skeleton
1	8	817	1417	skeleton
3	11	897	1445	skeleton
1	9	879	1488	skeleton
NA	NA	825	1408	seedling
NA	NA	826	1409	seedling
NA	NA	827	1407	seedling
NA	NA	841	1428	seedling
NA	NA	836	1429	seedling
NA	NA	838	1430	seedling
NA	NA	837	1432	seedling
NA	NA	867	1446	seedling
NA	NA	810	1472	rosette
NA	NA	876	1498	seedling
1	3	986	1451	skeleton
7	12	983	1487	skeleton
2	4	972	1478	skeleton
NA	NA	971	1403	rosette
1	10	903	1411	skeleton
NA	NA	916	1464	seedling
NA	NA	932	1467	seedling
NA	NA	912	1465	seedling
NA	NA	916	1477	seedling
NA	NA	919	1478	seedling
NA	NA	915	1479	seedling
NA	NA	915	1480	seedling
1	3	981	1493	skeleton
1	4	1099	1423	skeleton
5	11	1084	1418	skeleton
3	11	1094	1429	skeleton
4	4	1079	1434	skeleton
2	8	1009	1428	skeleton
1	9	1035	1491	skeleton
1	7	1082	1403	skeleton
1	4	1080	1438	skeleton
NA	NA	1009	1404	seedling
NA	NA	1073	1413	seedling
NA	NA	1075	1414	seedling
NA	NA	1071	1414	seedling
NA	NA	1078	1415	seedling
NA	NA	1094	1402	seedling
4	10	1109	1447	skeleton
1	10	1126	1456	skeleton
6	11	1173	1471	skeleton
1	12	1198	1466	skeleton
1	3	1131	1477	skeleton
1	11	1225	1401	skeleton
1	12	1209	1457	skeleton
1	4	1288	1402	skeleton
1	12	1296	1414	skeleton
1	10	1294	1426	skeleton
1	9	1271	1467	skeleton
1	10	1227	1454	skeleton
1	8	1208	1464	skeleton
1	10	1256	1497	skeleton
1	4	1206	1499	skeleton
1	7	1299	1497	skeleton
1	4	1266	1486	skeleton
1	4	1208	1459	skeleton
NA	NA	1214	1461	seedling
1	11	1342	1419	skeleton
1	10	1306	1432	skeleton
1	10	1319	1442	skeleton
1	14	1334	1457	skeleton
1	10	1338	1446	skeleton
1	11	1325	1461	skeleton
1	10	1339	1467	skeleton
1	3	1348	1451	skeleton
1	11	1390	1490	skeleton
NA	NA	1327	1451	seedling
NA	NA	1326	1452	seedling
NA	NA	1342	1453	seedling
NA	NA	1341	1451	seedling
NA	NA	1323	1459	seedling
NA	NA	1326	1459	seedling
NA	NA	1327	1460	seedling
NA	NA	1326	1463	seedling
NA	NA	1325	1466	seedling
NA	NA	1320	1469	seedling
1	3	1342	1491	skeleton
1	8	1382	1488	skeleton
NA	NA	1421	1446	seedling
1	3	1415	1429	skeleton
1	7	1483	1467	skeleton
1	11	1576	1441	skeleton
1	3	1579	1443	skeleton
1	7	1588	1426	skeleton
NA	NA	1558	1437	seedling
NA	NA	1557	1439	seedling
NA	NA	1553	1442	seedling
NA	NA	1554	1443	seedling
NA	NA	1555	1445	seedling
NA	NA	1558	1445	seedling
NA	NA	1528	1443	seedling
1	6	1646	1414	skeleton
3	10	1651	1418	skeleton
1	10	1604	1402	skeleton
1	6	1610	1469	skeleton
2	5	1622	1465	skeleton
1	12	1643	1468	skeleton
2	3	1644	1499	skeleton
1	2	1646	1499	skeleton
1	10	1760	1403	skeleton
1	3	1761	1404	skeleton
1	7	1741	1412	skeleton
1	11	1785	1499	skeleton
NA	NA	1781	1403	seedling
1	2	1858	1406	skeleton
2	12	1897	1448	skeleton
1	7	1899	1453	skeleton
1	10	1858	1461	skeleton
1	5	1833	1486	skeleton
1	5	1849	1499	skeleton
1	13	1899	1499	skeleton
NA	NA	1890	1401	seedling
NA	NA	1887	1404	seedling
NA	NA	1889	1404	seedling
NA	NA	1885	1408	seedling
NA	NA	1835	1424	seedling
NA	NA	1844	1425	seedling
NA	NA	1843	1426	seedling
NA	NA	1889	1432	seedling
NA	NA	1857	1437	seedling
NA	NA	1841	1448	seedling
NA	NA	1848	1449	seedling
1	10	1926	1444	skeleton
1	3	1925	1443	skeleton
NA	NA	1908	1405	seedling
NA	NA	1906	1404	seedling
NA	NA	1969	1407	seedling
NA	NA	1981	1448	seedling
NA	NA	1977	1461	seedling
NA	NA	1912	1488	seedling
NA	NA	1915	1488	seedling
NA	NA	1916	1489	seedling
NA	NA	1925	1489	seedling
NA	NA	1924	1494	seedling
NA	NA	1914	1495	seedling
NA	NA	1905	1499	seedling
NA	NA	1907	1499	seedling
NA	NA	1909	1499	seedling
1	9	2073	1452	skeleton
1	5	2092	1467	skeleton
1	4	2092	1412	skeleton
NA	NA	2018	1405	seedling
NA	NA	2011	1405	seedling
NA	NA	2018	1407	seedling
NA	NA	2023	1403	seedling
NA	NA	2033	1401	seedling
NA	NA	2049	1400	seedling
NA	NA	2053	1403	seedling
NA	NA	2055	1402	seedling
NA	NA	2055	1404	seedling
NA	NA	2065	1414	seedling
NA	NA	2058	1416	seedling
NA	NA	2059	1417	seedling
NA	NA	2064	1418	seedling
NA	NA	2068	1420	seedling
NA	NA	2072	1444	seedling
NA	NA	2099	1454	seedling
NA	NA	2098	1452	seedling
NA	NA	2069	1470	seedling
NA	NA	2048	1473	seedling
NA	NA	2050	1475	seedling
NA	NA	2070	1491	seedling
NA	NA	2051	1499	seedling
2	10	2137	1422	skeleton
1	10	2153	1499	skeleton
1	9	2134	1433	skeleton
NA	NA	2156	1433	seedling
NA	NA	2165	1440	seedling
NA	NA	2179	1448	seedling
NA	NA	2178	1453	seedling
NA	NA	2192	1458	seedling
NA	NA	2139	1465	seedling
1	8	2160	1473	skeleton
NA	NA	2145	1471	seedling
NA	NA	2188	1483	seedling
NA	NA	2173	1498	seedling
NA	NA	2180	1499	seedling
1	7	2260	1403	skeleton
1	6	2264	1404	skeleton
1	5	2261	1427	skeleton
1	10	2222	1442	skeleton
1	6	2206	1482	skeleton
1	12	2366	1422	skeleton
2	14	2428	1482	skeleton
NA	NA	2439	1477	seedling
6	11	2526	1416	regrowth
1	7	2515	1420	skeleton
NA	NA	2584	1426	seedling
NA	NA	2541	1446	seedling
NA	NA	2536	1446	seedling
NA	NA	2571	1460	seedling
NA	NA	2570	1462	seedling
NA	NA	2510	1499	rosette
NA	NA	2551	1469	seedling
NA	NA	2729	1416	seedling
NA	NA	2798	1457	seedling
NA	NA	2877	1434	seedling
NA	NA	2830	1469	seedling
NA	NA	2831	1469	seedling
NA	NA	2835	1485	seedling
NA	NA	2828	1486	seedling
NA	NA	2987	1412	seedling
